company_name,domain,partner_tech,vertical,country,icp_tier,icp_tier_name,lead_score,sw_monthly_visits,sw_bounce_rate,sw_pages_per_visit,sw_search_traffic_pct,tech_spend
"",tangit.es,"Adobe Experience Manager",Unknown,ES,1,Commerce,50,,,,,4900
"Henkel Canada Corporation",salonory.ca,"Adobe Experience Manager","Style And Fashion","",1,Commerce,50,,,,,4900
"",loctite-superbond.sk,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4900
"HENKEL ROMANIA S.R.L",ceresit.ro,"Adobe Experience Manager","Home And Garden","",1,Commerce,50,,,,,4900
"Allianz SE",allianz.mg,"Adobe Experience Manager","Business And Industrial",MG,1,Commerce,50,,,,,4900
"Henkel Slovenija d.o.o",loctite-superbond.si,"Adobe Experience Manager",Unknown,SI,1,Commerce,50,,,,,4900
"HENKEL ROMANIA S.R.L",loctite-superglue.ro,"Adobe Experience Manager",Unknown,RO,1,Commerce,50,,,,,4900
"Henkel AG",pril-isis.com,"Adobe Experience Manager","Law, Govt And Politics",DZ,1,Commerce,50,,,,,4900
"",ceresit.pl,"Adobe Experience Manager","Law, Govt And Politics",PL,1,Commerce,50,,,,,4900
"coloreria co",coloreria.it,"Adobe Experience Manager",Science,IT,1,Commerce,50,,,,,4900
"",stoppara.hu,"Adobe Experience Manager",Unknown,HU,1,Commerce,50,,,,,4900
"Nelsen Co",nelsen.it,"Adobe Experience Manager",Science,IT,1,Commerce,50,,,,,4900
"Henkel Italia S.r.l",ariasana.it,"Adobe Experience Manager","Business And Industrial",IT,1,Commerce,50,,,,,4900
"",dylon.se,"Adobe Experience Manager","Business And Industrial",SE,1,Commerce,50,,,,,4900
"",mybetterworld.be,"Adobe Experience Manager",Finance,BE,1,Commerce,50,,,,,4897
"",dreamcodersclub.in,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4888
"metaredx.org Inc",metaredx.org,"Adobe Experience Manager",Society,ES,1,Commerce,50,,,,,4821
"Allianz Life Luxembourg SA",allianz.lu,"Adobe Experience Manager",Unknown,LU,1,Commerce,50,,,,,4817
"argenx Aviso legal",argenx.es,"Adobe Experience Manager",Unknown,PT,1,Commerce,50,,,,,4800
"Syracuse Fire Department Credit Union",syrfirecu.com,"Adobe Experience Manager","Law, Govt And Politics",US,1,Commerce,50,,,,,4788
"",cairogirlscouts.org,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4778
"",groupebiebank.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4775
"Raiffeisen Bank International",stepicceecharity.org,"Adobe Experience Manager","Business And Industrial",FR,1,Commerce,50,,,,,4768
"ASTROAID FOUNDATION",astroaid.org,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,4719
FedEx,careers.fedex.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,4697
"Visit main University we",marine-science.sydney.edu.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,4697
"Brandsma Spanga",brandsmaspanga.nl,"Adobe Experience Manager","Automotive And Vehicles",NL,1,Commerce,50,,,,,4695
Vetlanta,vetlanta.org,"Adobe Experience Manager","Law, Govt And Politics","",1,Commerce,50,,,,,4688
"",risestate.ca,"Adobe Experience Manager",Unknown,CA,1,Commerce,50,,,,,4654
"Sculpt Your Life",sculptyourlife.ie,"Adobe Experience Manager","Food And Drink",AE,1,Commerce,50,,,,,4639
"",agrolabriola.com,"Adobe Experience Manager","Law, Govt And Politics",AR,1,Commerce,50,,,,,4625
"",equitrac-valtra.com.ar,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4625
"",timberoutdoor.be,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4618
GridLiance,gridliance.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,4610
"Festas Brilhantes",festasbrilhantes.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4576
"",thechildrensctr.com,"Adobe Experience Manager","Law, Govt And Politics",US,1,Commerce,50,,,,,4575
"Fuel1Direct se",fuel1direct.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4567
"",whvhandball.de,"Adobe Experience Manager",Sports,DE,1,Commerce,50,,,,,4560
"Diamond Paints",diamondpaints.com,"Adobe Experience Manager","Home And Garden",PK,1,Commerce,50,,,,,4547
"",iosb.fraunhofer.de,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4530
"AMERIHEALTH CARITAS FLORIDA",amerihealthcaritasfl.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,4510
LASHARE.EU,lashare.eu,"Adobe Experience Manager","Business And Industrial",DE,1,Commerce,50,,,,,4500
"",gemo.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4500
Revuity,revuity.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4460
"",isi.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4450
"Chubb INA Holdings Inc",chubbinsured.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,4450
"",gdvehiculos.com,"Adobe Experience Manager",Finance,ES,1,Commerce,50,,,,,4440
"Allergan Aesthetics",allerganaesthetics.nl,"Adobe Experience Manager",Science,NL,1,Commerce,50,,,,,4435
"AbbVie Inc",allerganaesthetics.pt,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4435
"",allerganaesthetics.es,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4435
"Allergan GmbH",allerganaesthetics.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4435
"",allerganaesthetics.fr,"Adobe Experience Manager",Unknown,FR,1,Commerce,50,,,,,4435
"Torrent Technologies LLC",torrentcorp.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,4410
"Vorwerk Deutschland Stiftung & Co",rezeptwelt.de,"Adobe Experience Manager",Society,DE,1,Commerce,50,,,,,4400
"",secretpantacy.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4377
"Encounter Global Inc",theencounterglobal.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4370
JugalBakers,jugalbakers.com,"Adobe Experience Manager","Food And Drink",IN,1,Commerce,50,,,,,4360
"",career.vt.edu,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4357
"",sofadex-puratos.ma,"Adobe Experience Manager","Home And Garden",BE,1,Commerce,50,,,,,4320
"Makoma d.o.o",makoma.si,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4319
"",engage.vt.edu,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4304
"",gpss.vt.edu,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4304
"",chem.vt.edu,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4304
"",hnfe.vt.edu,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4304
"Hong Kong Baptist University",eic.hkbu.edu.hk,"Adobe Experience Manager",Unknown,HK,1,Commerce,50,,,,,4300
"",aigfacdesklatam.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,4300
"Hong Kong Baptist University",cpdr.hkbu.edu.hk,"Adobe Experience Manager",Unknown,HK,1,Commerce,50,,,,,4300
"Hong Kong Baptist University",busrpg.hkbu.edu.hk,"Adobe Experience Manager",Unknown,HK,1,Commerce,50,,,,,4300
"Activision Publishing Inc",cpbundle.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4300
"Astellas Pharma Inc",cldn182.com.hk,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4300
"Hong Kong Baptist University",policies.hkbu.edu.hk,"Adobe Experience Manager",Unknown,HK,1,Commerce,50,,,,,4300
"FleetPartner Se",fleetpartner.de,"Adobe Experience Manager","Automotive And Vehicles",DE,1,Commerce,50,,,,,4300
"",picnicpt-h.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,4297
"",bellevuehi-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,4297
"",auburnnth-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,4297
"Supplements Aromatik",aromatik.ca,"Adobe Experience Manager",Unknown,CA,1,Commerce,50,,,,,4294
"",myrachi.ru,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4270
"",enginerebuildcenter.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,4250
Brandboy,brandboy.nl,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4248
"",capeconsulting.net,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,4200
"",accessacademy.io,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4200
"MOVILSAN Co",movilsan.com,"Adobe Experience Manager",Sports,ES,1,Commerce,50,,,,,4200
"",generaltire.com.br,"Adobe Experience Manager","Automotive And Vehicles",BR,1,Commerce,50,,,,,4168
"Performance NC",performancenc.ca,"Adobe Experience Manager","Automotive And Vehicles","",1,Commerce,50,,,,,4165
"",railwaytools.de,"Adobe Experience Manager",Science,DE,1,Commerce,50,,,,,4150
"",futureworklab.de,"Adobe Experience Manager",Finance,DE,1,Commerce,50,,,,,4150
"Fraunhofer IWM",cpm.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4150
"",ivi-forscherkids.de,"Adobe Experience Manager","Family And Parenting",DE,1,Commerce,50,,,,,4150
"Fraunhofer JOSEPH VON FRAUNHOFER-GEDENKJAHR Am",ibp.fraunhofer.de,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4150
"",manitu.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4150
"Fraunhofer IAIS",fzml.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4150
"Photonics Days Jena",photonicsdays.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4150
"",zwarp.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4150
"",hate-fluor.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4150
"",dresden.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4150
"",aal.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4150
"",gs-weidenthal.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,4147
"It Group",orenkz.ru,"Adobe Experience Manager",Unknown,RU,1,Commerce,50,,,,,4147
"",reinsfeld.de,"Adobe Experience Manager","Business And Industrial",DE,1,Commerce,50,,,,,4147
"",tawfikdigital.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4131
"Sister Storage",sisterstorage.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4128
Redemaq,redemaq.com.br,"Adobe Experience Manager","Business And Industrial",BR,1,Commerce,50,,,,,4128
"Valence Agro",valencemasseyferguson.com.br,"Adobe Experience Manager",Unknown,PT,1,Commerce,50,,,,,4128
"",centrooestemassey.com.br,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,4128
"UGA Co",extension.uga.edu,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4107
"UGA Co",pecanbreeding.uga.edu,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4107
"",boeing-sea.com,"Adobe Experience Manager",Unknown,ID,1,Commerce,50,,,,,4100
"Hyderabad Realtors Association",hraindia.org,"Adobe Experience Manager","Real Estate","",1,Commerce,50,,,,,4100
"",argenx.fr,"Adobe Experience Manager",Unknown,ES,1,Commerce,50,,,,,4100
"",batvending.ch,"Adobe Experience Manager","Food And Drink","",1,Commerce,50,,,,,4100
"it co",mylotteriesplay.it.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4100
"",batmexico.com.mx,"Adobe Experience Manager",Unknown,MX,1,Commerce,50,,,,,4100
"Henkel AG & Co",persil-kz.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4100
"",menariniamla.com,"Adobe Experience Manager",Unknown,ES,1,Commerce,50,,,,,4100
Mercedes-Benz,mercedes-benz.com.br,"Adobe Experience Manager","Automotive And Vehicles",BR,1,Commerce,50,,,,,4090
"TREASURE COAST YOGA ACADEMY",treasurecoastyogaacademy.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4057
"VELTONE PAINT",veltonepaint.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,4057
"",420logy.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3997
"",matchboxfund.org,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3997
"",globalhitechprojects.com,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,3997
"Transport i rozdrabnianie odpadow",gep24.pl,"Adobe Experience Manager",Unknown,PL,1,Commerce,50,,,,,3990
Viessmann,partner-viessmann.it,"Adobe Experience Manager",Unknown,IT,1,Commerce,50,,,,,3968
"Ganado Feed and More",ganadofeedandmore.com,"Adobe Experience Manager",Shopping,US,1,Commerce,50,,,,,3948
Medianz,medianz.net,"Adobe Experience Manager",Unknown,ES,1,Commerce,50,,,,,3930
"Skinova Aesthetics",skinovaaesthetics.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3910
"Distri Vision Service",distri-vision.fr,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3907
"",azin-gl.co.uk,"Adobe Experience Manager",Unknown,GB,1,Commerce,50,,,,,3907
"Bitmern Mining",bitmernmining.com,"Adobe Experience Manager",Unknown,AE,1,Commerce,50,,,,,3907
"Alpha Sentinel Pvt Ltd",alphasentinel.africa,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3851
TOYOTA,toyota.zp.ua,"Adobe Experience Manager","Automotive And Vehicles",UA,1,Commerce,50,,,,,3850
"",hyundai.biz.ua,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3850
Flyingstar,thermopads.com,"Adobe Experience Manager","Law, Govt And Politics",IN,1,Commerce,50,,,,,3850
"",mitalisharanfinance.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3837
"Tint Works LLC",tintworksllc.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,3837
"",germany-bearing.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,3836
"",bearing-centre.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,3836
"Allergan Aesthetics",allerganaesthetics.be,"Adobe Experience Manager",Science,BE,1,Commerce,50,,,,,3835
Isynbus,isynbus.com,"Adobe Experience Manager","Business And Industrial",IN,1,Commerce,50,,,,,3831
"",insolutionsworld.com,"Adobe Experience Manager","Business And Industrial",GB,1,Commerce,50,,,,,3810
"",tequestainsurance.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,3810
"",gethealthinsurance.com,"Adobe Experience Manager",Finance,US,1,Commerce,50,,,,,3810
"Moog GmbH",moog.fi,"Adobe Experience Manager",Unknown,FI,1,Commerce,50,,,,,3810
"Employee Benefits Group",ebg.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,3810
"Marsh SaldaAA Inc",marshsaldana.com,"Adobe Experience Manager",Unknown,PR,1,Commerce,50,,,,,3810
"AC Risk Management Inc",acriskmanagement.com,"Adobe Experience Manager",Finance,US,1,Commerce,50,,,,,3810
"Rosenfeld Einstein",rosenfeldeinstein.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3810
"Moog Inc",moog.lu,"Adobe Experience Manager",Science,LU,1,Commerce,50,,,,,3810
"Sparkasse Pfaffenhofen",sparkasse-pfaffenhofen.de,"Adobe Experience Manager","Business And Industrial",DE,1,Commerce,50,,,,,3800
"Sparkasse Hattingen",sparkasse-hattingen.de,"Adobe Experience Manager",Shopping,DE,1,Commerce,50,,,,,3800
"",camaradecaraubas.pb.gov.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3800
"",camaradecabaceiras.pb.gov.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3800
PROMO-VORWERK,promo-vorwerk.fr,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3787
"More Natural",morenatural.nl,"Adobe Experience Manager","Business And Industrial",NL,1,Commerce,50,,,,,3787
Mercedes-Benz,mercedes-benz.com.eg,"Adobe Experience Manager","Automotive And Vehicles",DE,1,Commerce,50,,,,,3740
"",maximusgestao.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3740
"Psicologo Espresso",psicologoespresso.com,"Adobe Experience Manager",Unknown,IT,1,Commerce,50,,,,,3739
"MB Haarlem",mbhaarlem.nl,"Adobe Experience Manager",Unknown,NL,1,Commerce,50,,,,,3739
"Front Line Financial Group",frontline-finance.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3730
"",tripad-miami-airport.marriott.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3728
"",concord-hospital.org,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,3667
PawBox,pawbox.ch,"Adobe Experience Manager","Law, Govt And Politics",CH,1,Commerce,50,,,,,3660
"Rockingham Mitsubishi Dealer Lic",rockinghammitsubishi.com.au,"Adobe Experience Manager",Finance,AU,1,Commerce,50,,,,,3650
AmplioMedia,ampliomedia.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3640
"Braslit Abrasivos",braslit.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3640
"",kgs-airport.gr,"Adobe Experience Manager",Travel,"",1,Commerce,50,,,,,3640
"Depilacion Laser en Lima - El mejor Centro Estetico de Depilacion Laser en Lima",depilacionlaser.pe,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3640
"",pvk-airport.gr,"Adobe Experience Manager",Travel,"",1,Commerce,50,,,,,3640
"",hotelrosadailhaguaruja.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3640
"Willow Glen Pet Hospital",willowglenpethospital.com,"Adobe Experience Manager","Health And Fitness",US,1,Commerce,50,,,,,3639
"",kinetpsy.ch,"Adobe Experience Manager",Unknown,CH,1,Commerce,50,,,,,3620
"",sioufas.com,"Adobe Experience Manager",Careers,GR,1,Commerce,50,,,,,3620
"",iclaserenaresearch.cl,"Adobe Experience Manager",Unknown,CL,1,Commerce,50,,,,,3604
Sulinda,sulinda.com.ua,"Adobe Experience Manager","Business And Industrial",SA,1,Commerce,50,,,,,3580
"Farah Makeover",farahmakeover.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3580
"",dradaphnne.med.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3580
"Swami Narayanan Temple",swaaminarayanantemple.com,"Adobe Experience Manager","Business And Industrial",IN,1,Commerce,50,,,,,3580
"",klccc.uk,"Adobe Experience Manager",Society,GB,1,Commerce,50,,,,,3580
"Peak Plans LLC",peakplans.health,"Adobe Experience Manager",Finance,US,1,Commerce,50,,,,,3580
Nearestprintingshopnearme.co.uk,nearestprintingshopnearme.co.uk,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3580
"Almaz Corporation",almazgloballtd.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3561
"",lawandawillblawanda.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"CardiagHub The Automotive Diagnostic Hub",cardiaghub.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"",smh-analytics.de,"Adobe Experience Manager",Science,DE,1,Commerce,50,,,,,3560
"SAAD LAMJARRED MUSIC",saadlamjarredmusic.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"",radiance.com.my,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3560
"",eletricaroni.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"",marketingbytheo.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3560
"",bellaquay.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3560
"",justherstories.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
Nikoosar,nikoosar.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"",alfaromeousaofontario.com,"Adobe Experience Manager","Automotive And Vehicles",US,1,Commerce,50,,,,,3560
"Not So Humble",notso-humble.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
unpluggedrocker,unpluggedrocker.com,"Adobe Experience Manager",Unknown,CA,1,Commerce,50,,,,,3560
"",alquranhidayahacademy.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
umatech,umatech.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3560
"",genconcept.com.br,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3560
"",phsscotland.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3560
Tlutch.com,tlutch.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3560
TapNext,tapnext.in,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,3560
"Breve Media",brevemedia.com,"Adobe Experience Manager","Business And Industrial",MX,1,Commerce,50,,,,,3560
"Bright Path",brightpathnepal.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3560
"",dralbertomartinez.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"Residencial Castel",residencialcastel.com.br,"Adobe Experience Manager",Society,"",1,Commerce,50,,,,,3560
"Simplex Locadora",simplexlocadora.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"",clinica-dentale-albania.it,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3560
"Ausforming Pty Ltd.",ausforming.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"",snitae.com,"Adobe Experience Manager",Unknown,AE,1,Commerce,50,,,,,3560
RANKWEB3,rankweb3.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"",premitools.com,"Adobe Experience Manager",Unknown,CN,1,Commerce,50,,,,,3560
Milmaq,milmaqpapelaria.com.br,"Adobe Experience Manager",Unknown,BR,1,Commerce,50,,,,,3560
"YAP PAKISTAN",yappakistan.com,"Adobe Experience Manager",Finance,PK,1,Commerce,50,,,,,3560
"",carolgonzaganutri.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"Royal Suites Hotel",royalsuitesug.com,"Adobe Experience Manager",Unknown,UG,1,Commerce,50,,,,,3560
"",nicetomeetcha.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3560
"Augusto Musi",augustomusi.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"",seguros-ivanovych.com,"Adobe Experience Manager",Unknown,ES,1,Commerce,50,,,,,3560
"SENSOR GEMPA",sensorgempa.com,"Adobe Experience Manager",Unknown,JP,1,Commerce,50,,,,,3560
Clecasper.com,clecasper.com,"Adobe Experience Manager",Unknown,ES,1,Commerce,50,,,,,3560
"Livellare Engenharia",livellare.com.br,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"",sabrinawachter.at,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"FL Auto",fl-auto.hr,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"Nepalevs Electric vechile and Charging stations of Nepal",nepalevs.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3560
"PICKLEDBAT CO",pickledbat.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
Camillepalu,camillepalu.com,"Adobe Experience Manager",Unknown,CA,1,Commerce,50,,,,,3560
DriveReplies.com,drivereplies.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3560
"EY Co",eyredesign-dev.ey.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",biolight.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
"",moruya-h.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"KittyKat Cat Care LLC",kittykatcatcare.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"Providence Holdings Group",providenceholdingsgroup.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",zodiac-poolcare.it,"Adobe Experience Manager","Automotive And Vehicles",ES,1,Commerce,50,,,,,3500
"Strumyk TV",strumyktv.live,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",frelonarret.com,"Adobe Experience Manager",Unknown,FR,1,Commerce,50,,,,,3500
"nivalisconstrucciones.com Inc",nivalisconstrucciones.com,"Adobe Experience Manager",Shopping,"",1,Commerce,50,,,,,3500
"Claims Funding International",claimsfundinginternational.eu,"Adobe Experience Manager","Law, Govt And Politics",IE,1,Commerce,50,,,,,3500
"The Habitat Advocate",habitatadvocate.com.au,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3500
"",jyotihardwares.com,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,3500
"",revesby-p.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
"",eco-combat.com,"Adobe Experience Manager","Business And Industrial",DE,1,Commerce,50,,,,,3500
"Son Bn Thanh",sonbenthanh.com.vn,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
Delatrei,delatrei.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",toyota-cacak.rs,"Adobe Experience Manager",Unknown,SI,1,Commerce,50,,,,,3500
DriverDealz,driverdealz.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"",karayuna-lc.schools.nsw.gov.au,"Adobe Experience Manager",Unknown,AU,1,Commerce,50,,,,,3500
Setitours,setitours.ma,"Adobe Experience Manager",Travel,MA,1,Commerce,50,,,,,3500
"",jsfangda.com,"Adobe Experience Manager",Unknown,US,1,Commerce,50,,,,,3500
"",rhxbzyp.com,"Adobe Experience Manager",Unknown,"",1,Commerce,50,,,,,3500
"RKS Consulting Services",rksconsultingservices.com,"Adobe Experience Manager","Business And Industrial","",1,Commerce,50,,,,,3500
"",bhhsbaystreetrealtygroup.com,"Adobe Experience Manager","Business And Industrial",US,1,Commerce,50,,,,,3500
"",hotline-icu.com,"Adobe Experience Manager",Unknown,EG,1,Commerce,50,,,,,3500
"M4 Expo Thailand",m4expo.com,"Adobe Experience Manager","Business And Industrial",IN,1,Commerce,50,,,,,3500
"",kresco.fraunhofer.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
"Tan90 Thermal",tan90thermal.com,"Adobe Experience Manager","Business And Industrial",IN,1,Commerce,50,,,,,3500
"",oceanstateofmind.be,"Adobe Experience Manager",Unknown,IT,1,Commerce,50,,,,,3500
"",mercedes-benz-trucks-kahnt-dippoldiswalde.de,"Adobe Experience Manager",Unknown,DE,1,Commerce,50,,,,,3500
"Mayuresh Group",mayureshprotenz.ae,"Adobe Experience Manager",Unknown,IN,1,Commerce,50,,,,,3500
rentbymotofactory.com,rentbymotofactory.com,"Adobe Experience Manager",Unknown,CH,1,Commerce,50,,,,,3500
"MikroTribologie Centrum TC",mikrotribologiecentrum.de,"Adobe Experience Manager",Science,DE,1,Commerce,50,,,,,3500
